customer_id,age,income,region,tenure_months,num_products,avg_monthly_spend,login_frequency,missed_payments,churn_risk_score,CLV,notes
C08051,62,145341,West Coast,62,2,2877.49,20,1,0.4,108042.63,Moderate value customer
C08052,47,109753,East Coast,13,1,2703.41,16,0,0.8,7528.87,High churn risk
C08053,23,48992,South,111,3,1214.65,15,3,0.78,31161.75,High churn risk
C08054,54,133178,West Coast,115,3,1069.07,6,1,0.24,94936.72,High-value loyal customer
C08055,25,135409,South,64,1,1916.21,26,3,0.36,78987.96,Moderate value customer
C08056,69,112057,West Coast,47,5,1913.02,9,0,0.06,87017.22,High-value loyal customer
C08057,57,96068,South,60,2,449.29,1,0,0.38,17713.59,Moderate value customer
C08058,66,108720,Midwest,15,3,803.08,14,2,0.17,11498.35,Moderate value customer
C08059,36,142893,East Coast,5,1,1982.11,19,3,0.92,1292.84,High churn risk
C08060,34,98909,South,69,2,2442.16,3,3,0.81,33016.72,High churn risk
C08061,50,135182,South,2,1,737.61,22,1,0.17,1724.43,Moderate value customer
C08062,52,120826,East Coast,114,5,2165.41,9,1,0.49,128396.94,Moderate value customer
C08063,65,107418,East Coast,38,4,2637.33,27,2,0.96,6008.74,High churn risk
C08064,32,33145,West Coast,114,3,529.85,9,1,0.41,37137.71,Moderate value customer
C08065,47,36675,West Coast,94,2,1429.49,5,0,0.45,74904.63,Moderate value customer
C08066,46,81476,South,54,1,2581.56,25,4,0.34,92506.8,Moderate value customer
C08067,68,87764,West Coast,92,1,1237.76,30,3,0.49,58575.7,Moderate value customer
C08068,49,139540,East Coast,39,2,954.48,6,2,0.6,15889.89,Moderate value customer
C08069,43,134333,West Coast,96,3,2287.72,21,3,0.09,201355.22,High-value loyal customer
C08070,69,60649,West Coast,20,3,1322.18,24,2,0.09,25563.68,Moderate value customer
C08071,42,105832,West Coast,20,1,2177.67,12,4,0.77,10517.28,High churn risk
C08072,40,116084,Midwest,29,3,553.9,30,2,0.98,1821.26,High churn risk
C08073,58,47559,West Coast,35,4,1749.83,28,2,0.49,33234.47,Moderate value customer
C08074,66,145407,South,32,5,1262.49,7,4,0.86,8155.96,High churn risk
C08075,36,75243,East Coast,17,5,2992.45,7,1,0.87,9113.31,High churn risk
C08076,51,121798,West Coast,116,4,1855.9,20,0,0.37,137629.17,Moderate value customer
C08077,23,139614,South,51,3,2110.06,10,2,0.33,73600.75,Moderate value customer
C08078,41,78037,Midwest,8,1,566.9,16,0,0.73,1724.5,High churn risk
C08079,59,99107,West Coast,21,3,2977.51,17,2,0.91,7127.49,High churn risk
C08080,25,84991,West Coast,23,2,343.93,29,4,0.85,2186.56,High churn risk
C08081,40,110114,Midwest,115,2,398.34,13,0,0.32,32150.19,Moderate value customer
C08082,43,144867,South,51,3,412.06,5,3,0.36,14949.64,Moderate value customer
C08083,52,54050,South,91,4,2637.68,14,0,0.74,64407.51,High churn risk
C08084,62,64540,South,6,2,2240.05,9,4,0.32,10139.4,Moderate value customer
C08085,29,128311,South,52,5,2924.55,14,1,0.85,25311.49,High churn risk
C08086,23,118165,East Coast,8,1,386.37,8,1,0.51,2014.57,Moderate value customer
C08087,47,75215,South,99,4,2136.69,20,0,0.29,152187.94,High-value loyal customer
C08088,47,40709,Midwest,69,2,1693.15,10,4,0.29,83947.42,High-value loyal customer
C08089,30,84928,South,33,1,1989.58,9,1,0.78,14944.35,High churn risk
C08090,36,50484,West Coast,62,5,1636.17,22,1,0.12,91769.44,High-value loyal customer
C08091,44,98423,West Coast,65,2,2090.97,7,1,0.93,10513.91,High churn risk
C08092,43,53930,West Coast,63,2,2739.77,10,0,0.41,102837.25,Moderate value customer
C08093,29,140972,West Coast,88,1,1844.93,10,1,0.84,26476.61,High churn risk
C08094,22,125153,East Coast,32,1,2709.96,26,4,0.79,18710.93,High churn risk
C08095,26,53133,West Coast,55,3,2390.05,8,4,0.78,30419.6,High churn risk
C08096,57,89346,West Coast,33,2,2621.79,17,3,0.67,29551.29,Moderate value customer
C08097,55,75963,Midwest,38,5,2045.9,20,1,0.5,41372.1,Moderate value customer
C08098,27,103432,East Coast,2,1,1652.1,6,3,0.39,2515.56,Moderate value customer
C08099,35,148443,South,108,4,394.75,20,3,0.58,19905.86,Moderate value customer
C08100,41,47356,Midwest,81,2,2537.73,19,1,0.53,97611.38,Moderate value customer
C08101,58,117875,West Coast,10,4,877.63,13,3,0.35,7704.59,Moderate value customer
C08102,56,45290,West Coast,101,2,302.65,5,1,0.49,16589.5,Moderate value customer
C08103,43,118713,West Coast,101,1,1653.4,4,2,0.37,105705.84,Moderate value customer
C08104,49,124511,East Coast,66,3,1971.04,21,4,0.66,45730.14,Moderate value customer
C08105,33,149963,West Coast,76,2,2053.13,12,2,0.84,25966.06,High churn risk
C08106,25,41012,Midwest,101,1,2075.2,15,0,0.79,44514.99,High churn risk
C08107,67,41227,Midwest,94,1,2030.42,2,0,0.34,126467.26,Moderate value customer
C08108,59,119387,East Coast,15,1,2462.94,30,3,0.51,18602.61,Moderate value customer
C08109,59,75327,West Coast,87,4,2354.21,15,2,0.01,204768.11,High-value loyal customer
C08110,62,42410,West Coast,116,1,2475.94,19,2,0.87,37837.18,High churn risk
C08111,65,83758,West Coast,82,4,1488.73,29,1,0.25,93556.9,High-value loyal customer
C08112,63,65094,East Coast,61,5,375.89,8,3,0.44,15340.4,Moderate value customer
C08113,21,102540,East Coast,31,3,1990.81,15,4,0.15,53957.84,High-value loyal customer
C08114,40,148126,West Coast,117,1,788.6,24,2,0.68,30025.18,Moderate value customer
C08115,63,101188,Midwest,38,5,2606.66,10,2,0.55,47073.89,Moderate value customer
C08116,21,86193,East Coast,29,1,2220.66,13,1,0.36,41715.45,Moderate value customer
C08117,55,57414,East Coast,78,5,2344.44,24,1,0.54,86618.51,Moderate value customer
C08118,60,108543,Midwest,43,1,1001.98,19,4,0.17,36260.67,Moderate value customer
C08119,65,116922,Midwest,104,3,1972.55,1,3,0.78,46631.94,High churn risk
C08120,27,134053,West Coast,23,1,1678.64,11,1,0.27,28684.37,Moderate value customer
C08121,55,93610,West Coast,25,4,951.67,18,0,0.62,11040.86,Moderate value customer
C08122,54,76792,West Coast,105,1,2474.23,19,2,0.9,26479.41,High churn risk
C08123,25,78513,West Coast,102,2,1739.88,18,0,0.04,171369.05,High-value loyal customer
C08124,49,48257,South,28,4,734.21,19,0,0.39,14540.31,Moderate value customer
C08125,68,145084,East Coast,99,5,1054.69,7,2,0.13,93340.45,High-value loyal customer
C08126,47,65116,Midwest,94,1,835.9,5,2,0.91,7571.71,High churn risk
C08127,27,117879,South,91,1,1074.72,14,1,0.36,63091.69,Moderate value customer
C08128,21,131769,South,72,1,726.87,27,3,0.21,41844.37,Moderate value customer
C08129,29,100234,South,112,2,1239.19,11,2,0.68,45412.57,Moderate value customer
C08130,67,36736,West Coast,83,3,2143.15,28,3,0.54,83325.47,Moderate value customer
C08131,21,83463,Midwest,1,3,2886.04,11,2,0.82,2019.49,High churn risk
C08132,47,37956,West Coast,109,4,789.5,21,0,0.75,23513.88,High churn risk
C08133,37,62768,Midwest,108,4,1039.52,2,0,0.97,5368.04,High churn risk
C08134,52,119231,West Coast,20,2,206.03,25,4,0.09,4749.75,Moderate value customer
C08135,61,31194,Midwest,94,2,830.85,9,1,0.08,72851.91,High-value loyal customer
C08136,50,57616,West Coast,29,2,1371.67,1,1,0.91,4580.06,High churn risk
C08137,35,110005,East Coast,8,5,1492.86,15,2,0.96,2977.72,High churn risk
C08138,62,145787,West Coast,62,2,945.73,24,2,0.41,35594.8,Moderate value customer
C08139,48,49935,Midwest,14,2,620.9,8,1,0.46,5694.0,Moderate value customer
C08140,23,106399,South,38,2,1776.6,25,4,0.37,43531.8,Moderate value customer
C08141,48,30761,West Coast,3,2,1345.73,30,2,0.78,1888.18,High churn risk
C08142,25,140858,East Coast,3,3,1393.54,2,3,0.77,2461.54,High churn risk
C08143,22,110337,East Coast,55,1,2705.95,6,2,0.22,116585.26,High-value loyal customer
C08144,58,70385,West Coast,78,1,1772.04,2,3,0.38,86195.85,Moderate value customer
C08145,36,38287,South,21,3,1287.35,17,3,0.21,22857.14,Moderate value customer
C08146,64,107744,Midwest,35,2,910.61,7,0,0.05,31277.78,Moderate value customer
C08147,37,90144,Midwest,44,5,1400.07,3,0,0.06,60406.9,High-value loyal customer
C08148,32,142915,Midwest,44,5,2613.23,24,4,0.15,100234.8,High-value loyal customer
C08149,46,94276,South,113,4,2902.28,19,0,0.03,320118.91,High-value loyal customer
C08150,69,61523,Midwest,43,1,1256.25,30,3,0.42,31830.88,Moderate value customer
C08151,27,105301,South,41,4,785.15,12,4,0.06,32259.68,Moderate value customer
C08152,44,58983,East Coast,27,2,2760.66,18,0,0.85,12180.67,High churn risk
C08153,36,117386,East Coast,92,4,604.42,24,0,0.71,18125.93,High churn risk
C08154,38,120378,West Coast,28,2,1032.68,8,3,0.78,7361.31,High churn risk
C08155,28,142913,South,5,4,771.61,12,2,0.62,3466.06,Moderate value customer
C08156,47,129425,Midwest,43,3,1784.32,29,4,0.66,27586.76,Moderate value customer
C08157,46,114524,West Coast,63,2,1344.2,26,0,0.11,76369.29,High-value loyal customer
C08158,51,135113,South,39,5,1004.07,1,3,0.06,39309.21,Moderate value customer
C08159,38,110765,South,10,2,2350.2,1,0,0.99,1235.02,High churn risk
C08160,22,109162,East Coast,63,5,2059.53,28,2,0.37,84242.75,Moderate value customer
C08161,61,33205,West Coast,9,5,2987.43,10,1,0.05,28042.53,Moderate value customer
C08162,43,83802,West Coast,84,4,1073.57,3,4,0.16,77751.1,High-value loyal customer
C08163,68,104845,Midwest,93,1,2566.79,10,4,0.87,31532.49,High churn risk
C08164,69,57827,East Coast,111,1,1047.02,4,3,0.21,92313.18,High-value loyal customer
C08165,62,106031,South,29,1,225.3,24,3,0.47,3962.86,Moderate value customer
C08166,42,90349,East Coast,28,5,622.51,12,0,0.67,8251.99,Moderate value customer
C08167,53,73761,South,11,1,1623.72,14,4,0.97,1035.83,High churn risk
C08168,38,136207,West Coast,85,2,2468.03,8,0,0.01,208684.72,High-value loyal customer
C08169,35,84288,East Coast,99,2,360.76,24,1,0.49,19214.77,Moderate value customer
C08170,61,42108,Midwest,87,2,2529.64,30,4,1.0,1000.0,High churn risk
C08171,23,39844,South,93,5,2205.01,7,1,0.12,182958.02,High-value loyal customer
C08172,68,59229,West Coast,15,5,296.65,1,0,0.12,6415.78,Moderate value customer
C08173,43,108504,East Coast,81,1,497.63,17,2,0.09,37180.31,Moderate value customer
C08174,67,68028,Midwest,24,4,411.76,21,1,0.51,6842.3,Moderate value customer
C08175,22,73397,East Coast,35,5,2101.18,15,2,0.35,50301.84,Moderate value customer
C08176,62,73733,South,61,3,1770.88,28,4,0.72,31746.63,High churn risk
C08177,24,144592,Midwest,20,2,1204.8,15,2,0.57,11361.28,Moderate value customer
C08178,46,110771,South,58,2,447.27,5,2,0.58,11895.5,Moderate value customer
C08179,39,75005,West Coast,63,1,1300.35,21,0,0.51,40641.8,Moderate value customer
C08180,69,144353,Midwest,100,4,2110.08,1,0,0.99,4110.08,High churn risk
C08181,30,114015,East Coast,75,2,461.55,19,0,0.54,16923.47,Moderate value customer
C08182,42,139154,West Coast,119,5,2598.44,1,0,0.07,290069.35,High-value loyal customer
C08183,26,32842,East Coast,94,4,376.14,2,4,0.32,26042.87,Moderate value customer
C08184,21,57909,West Coast,60,2,1902.94,11,0,0.78,26118.81,High churn risk
C08185,63,36713,East Coast,39,1,729.61,30,4,0.63,11028.27,Moderate value customer
C08186,36,81452,South,20,1,456.59,12,4,0.68,3422.18,Moderate value customer
C08187,27,113646,South,86,1,1193.92,11,2,0.92,8714.17,High churn risk
C08188,44,112432,West Coast,88,5,2067.4,8,4,0.44,104381.47,Moderate value customer
C08189,55,129099,West Coast,58,1,538.95,20,0,0.02,31133.92,Moderate value customer
C08190,34,143436,Midwest,64,3,1531.95,4,3,0.99,2480.45,High churn risk
C08191,24,100495,West Coast,14,5,1337.1,21,2,0.45,12795.67,Moderate value customer
C08192,61,91595,West Coast,36,3,1396.87,2,4,0.1,46758.59,Moderate value customer
C08193,35,105354,Midwest,13,1,2841.57,9,2,0.55,17123.18,Moderate value customer
C08194,64,126201,West Coast,1,4,1177.28,29,4,0.59,2482.68,Moderate value customer
C08195,68,49665,East Coast,119,5,2976.56,13,4,0.56,158352.68,Moderate value customer
C08196,43,42611,South,114,3,1707.5,10,2,0.96,9286.2,High churn risk
C08197,39,103445,Midwest,91,5,2558.95,9,2,0.32,160847.83,Moderate value customer
C08198,34,134188,Midwest,13,3,1176.82,13,1,0.03,16339.7,Moderate value customer
C08199,47,137560,West Coast,35,5,437.37,3,1,0.92,3724.64,High churn risk
C08200,56,71321,South,8,2,436.33,17,0,0.19,3827.42,Moderate value customer
C08201,58,106147,Midwest,18,3,1807.62,18,4,0.75,9634.29,High churn risk
C08202,42,114918,East Coast,34,3,2803.76,27,2,0.2,77762.27,High-value loyal customer
C08203,31,60111,West Coast,52,5,399.42,27,3,0.83,6030.87,High churn risk
C08204,24,90026,South,70,4,2129.53,8,2,0.91,15416.04,High churn risk
C08205,52,126964,West Coast,58,2,1777.1,24,1,0.11,92733.9,High-value loyal customer
C08206,60,107461,West Coast,27,3,2026.3,13,2,0.15,48003.58,Moderate value customer
C08207,61,94888,East Coast,18,1,803.51,18,3,0.93,1512.42,High churn risk
C08208,44,145439,East Coast,57,1,397.42,26,2,0.77,5710.18,High churn risk
C08209,54,96872,East Coast,114,5,409.24,16,2,0.04,47287.23,Moderate value customer
C08210,23,72261,Midwest,9,4,890.83,21,3,0.18,8574.33,Moderate value customer
C08211,58,83569,South,64,2,798.19,14,1,0.41,31139.65,Moderate value customer
C08212,22,97496,Midwest,79,3,553.8,25,2,0.86,7625.03,High churn risk
C08213,43,149338,West Coast,23,1,941.11,28,1,0.15,18898.7,Moderate value customer
C08214,60,131409,South,59,3,1695.13,13,3,0.72,29503.55,High churn risk
C08215,40,140705,South,67,1,2858.64,27,2,0.08,176706.57,High-value loyal customer
C08216,28,30001,West Coast,73,5,2782.35,4,2,0.47,110149.12,Moderate value customer
C08217,55,79901,West Coast,22,5,960.8,1,4,0.73,8207.15,High churn risk
C08218,69,77862,Midwest,50,3,385.39,30,0,0.06,19613.33,Moderate value customer
C08219,63,61779,East Coast,23,5,2987.77,1,3,0.2,57474.97,High-value loyal customer
C08220,23,78871,East Coast,84,2,1533.94,6,1,0.79,28058.7,High churn risk
C08221,52,123191,West Coast,52,5,2939.24,15,3,0.16,130886.0,High-value loyal customer
C08222,51,141776,East Coast,7,2,1705.4,15,4,0.67,4939.47,Moderate value customer
C08223,64,131152,South,117,5,2681.81,7,3,0.64,115457.84,Moderate value customer
C08224,66,135923,Midwest,17,3,1452.22,9,0,0.52,13350.12,Moderate value customer
C08225,51,131905,East Coast,3,2,1941.66,28,3,0.2,5659.98,Moderate value customer
C08226,21,125807,West Coast,7,4,1700.07,13,1,0.42,8902.28,Moderate value customer
C08227,32,141164,West Coast,77,3,815.66,6,1,0.62,25366.21,Moderate value customer
C08228,38,140674,East Coast,41,2,2338.64,10,0,0.88,12506.11,High churn risk
C08229,44,104761,West Coast,105,1,353.46,21,4,0.8,7922.66,High churn risk
C08230,56,55009,West Coast,23,1,1214.75,21,2,0.61,11396.31,Moderate value customer
C08231,49,63385,South,37,4,2635.73,12,2,0.23,77091.95,High-value loyal customer
C08232,45,78360,Midwest,68,1,1607.51,3,0,0.22,85762.33,High-value loyal customer
C08233,43,88133,Midwest,73,3,417.41,15,0,0.81,7289.48,High churn risk
C08234,23,131926,East Coast,70,2,781.08,20,1,0.66,19589.7,Moderate value customer
C08235,50,139413,South,106,3,506.99,11,0,0.36,35894.2,Moderate value customer
C08236,37,83568,South,64,5,977.37,28,1,0.97,4376.55,High churn risk
C08237,65,137293,South,18,5,662.87,19,3,0.89,3812.48,High churn risk
C08238,69,62388,South,35,1,2193.46,26,1,0.67,25834.46,Moderate value customer
C08239,50,32926,West Coast,23,4,2046.39,30,1,0.37,31652.19,Moderate value customer
C08240,69,59977,East Coast,95,4,578.22,10,3,0.31,39902.32,Moderate value customer
C08241,39,100775,Midwest,84,5,1445.97,9,1,0.94,9787.69,High churn risk
C08242,25,35662,Midwest,7,4,1028.36,23,2,0.44,6031.17,Moderate value customer
C08243,60,68630,South,61,4,1144.2,1,1,0.8,15959.24,High churn risk
C08244,54,106968,Midwest,76,1,1812.74,16,0,0.94,8766.09,High churn risk
C08245,29,112571,East Coast,101,3,2716.33,27,1,0.49,141418.16,Moderate value customer
C08246,59,105024,Midwest,49,3,2712.51,21,3,0.65,48019.55,Moderate value customer
C08247,68,61377,West Coast,115,2,1356.46,15,0,0.09,142953.54,High-value loyal customer
C08248,64,40945,South,57,3,1300.95,17,3,0.65,27453.95,Moderate value customer
C08249,46,140960,Midwest,68,3,1650.33,20,3,0.22,89033.5,High-value loyal customer
C08250,25,96007,East Coast,12,1,1527.52,26,2,0.67,6548.98,Moderate value customer
C08251,44,87179,Midwest,117,1,373.0,17,4,0.1,39776.9,Moderate value customer
C08252,51,67619,East Coast,15,3,1820.5,25,2,0.5,15153.75,Moderate value customer
C08253,44,146006,West Coast,2,2,1837.25,25,3,0.52,2763.76,Moderate value customer
C08254,41,133278,Midwest,47,3,1460.94,4,3,0.48,37205.37,Moderate value customer
C08255,42,59600,South,75,3,1359.1,28,3,0.76,25963.8,High churn risk
C08256,58,137479,East Coast,56,5,2829.05,1,3,0.75,42106.7,High churn risk
C08257,42,144122,West Coast,97,2,1882.31,29,3,0.71,53949.38,High churn risk
C08258,41,116663,South,14,3,2485.58,14,2,0.63,14375.3,Moderate value customer
C08259,50,114570,West Coast,27,1,2870.75,22,4,0.9,8251.02,High churn risk
C08260,69,33609,Midwest,4,3,2468.28,14,3,0.58,5646.71,Moderate value customer
C08261,67,121723,West Coast,38,4,2840.34,15,4,0.35,72156.4,Moderate value customer
C08262,30,40786,West Coast,104,5,2326.02,5,0,0.06,229891.72,High-value loyal customer
C08263,23,70760,East Coast,84,5,676.34,15,1,0.54,28633.78,Moderate value customer
C08264,59,128510,East Coast,2,5,835.41,20,3,0.23,3786.53,Moderate value customer
C08265,49,133188,South,4,2,742.91,12,3,0.39,2812.7,Moderate value customer
C08266,45,66004,South,113,5,1101.95,15,3,0.05,120794.33,High-value loyal customer
C08267,22,79275,East Coast,24,3,1193.98,2,1,0.64,11815.99,Moderate value customer
C08268,33,142349,Midwest,9,2,2471.31,29,4,0.89,3446.6,High churn risk
C08269,47,36020,West Coast,19,4,1210.39,22,2,0.33,17408.26,Moderate value customer
C08270,49,50752,Midwest,62,1,2236.21,16,3,0.8,28229.0,High churn risk
C08271,34,78509,Midwest,72,5,2730.69,7,1,0.13,173550.42,High-value loyal customer
C08272,24,112273,South,41,3,520.75,1,0,0.72,7478.21,High churn risk
C08273,28,64912,East Coast,92,2,200.73,19,1,0.08,17989.79,Moderate value customer
C08274,25,77185,West Coast,77,3,2688.24,7,3,0.26,154675.92,High-value loyal customer
C08275,64,137032,Midwest,72,5,867.12,10,4,0.36,42456.89,Moderate value customer
C08276,47,78488,Midwest,78,1,629.63,22,4,0.16,41753.36,Moderate value customer
C08277,44,31084,Midwest,50,2,1026.58,18,0,0.18,43089.78,Moderate value customer
C08278,64,96653,Midwest,114,3,720.87,8,3,0.7,26153.75,Moderate value customer
C08279,63,62548,East Coast,74,2,2422.23,6,0,0.1,162320.52,High-value loyal customer
C08280,54,139523,Midwest,84,5,1976.62,1,0,0.93,14122.53,High churn risk
C08281,48,61084,South,65,5,668.45,23,3,0.77,12493.33,High churn risk
C08282,44,112881,East Coast,76,4,1833.98,25,4,0.36,91204.79,Moderate value customer
C08283,25,112677,West Coast,99,4,782.65,28,4,0.63,30668.47,Moderate value customer
C08284,33,54204,Midwest,84,5,753.16,13,4,0.72,20214.32,High churn risk
C08285,38,123048,East Coast,76,2,1867.25,8,4,0.59,59183.51,Moderate value customer
C08286,37,64556,East Coast,114,3,2061.12,23,4,0.62,90787.72,Moderate value customer
C08287,50,64087,Midwest,12,3,1169.37,24,0,0.92,2622.6,High churn risk
C08288,58,128985,East Coast,39,2,2337.54,24,2,0.88,11939.69,High churn risk
C08289,39,88195,Midwest,29,1,2544.2,4,3,0.91,7140.36,High churn risk
C08290,42,58485,South,58,2,2765.76,5,2,0.89,18645.55,High churn risk
C08291,69,68858,South,67,5,1952.97,15,0,0.69,43063.19,Moderate value customer
C08292,69,145437,East Coast,71,5,816.07,5,3,0.49,32049.89,Moderate value customer
C08293,38,103624,South,87,4,2295.7,24,0,0.49,103860.21,Moderate value customer
C08294,46,75225,East Coast,77,3,501.97,11,3,0.77,10389.89,High churn risk
C08295,35,78009,South,75,4,707.4,10,1,0.92,6244.4,High churn risk
C08296,48,32346,West Coast,25,3,2531.81,27,0,0.09,59098.68,High-value loyal customer
C08297,50,145395,Midwest,116,2,2750.32,9,0,0.88,39284.45,High churn risk
C08298,48,148655,West Coast,84,1,386.81,27,1,0.85,5373.81,High churn risk
C08299,40,125064,East Coast,49,3,1073.94,8,4,0.09,49386.98,Moderate value customer
C08300,24,98251,Midwest,63,1,1961.7,27,1,0.66,42519.61,Moderate value customer
C08301,24,121031,West Coast,111,1,2828.21,2,1,0.97,9917.94,High churn risk
C08302,57,76690,Midwest,27,1,1798.03,23,2,0.85,7782.02,High churn risk
C08303,35,139352,South,70,2,2498.78,16,2,0.06,165419.72,High-value loyal customer
C08304,54,55916,Midwest,70,1,2783.71,3,4,0.93,14140.18,High churn risk
C08305,31,37035,West Coast,103,1,1653.32,18,2,0.17,141842.33,High-value loyal customer
C08306,43,37812,West Coast,105,5,2273.26,18,4,0.07,224483.84,High-value loyal customer
C08307,55,54416,West Coast,58,5,2054.76,10,1,0.23,94265.58,High-value loyal customer
C08308,63,72634,East Coast,9,3,2079.81,18,2,0.48,11233.51,Moderate value customer
C08309,55,103991,West Coast,85,5,1647.79,3,4,0.82,27711.19,High churn risk
C08310,31,96015,West Coast,82,3,1944.94,28,4,0.27,117924.11,High-value loyal customer
C08311,22,125167,East Coast,1,1,1752.25,20,2,0.39,1568.87,Moderate value customer
C08312,35,92724,South,114,5,1985.68,22,3,0.14,197176.07,High-value loyal customer
C08313,60,76625,West Coast,114,4,1614.55,1,2,0.29,132681.68,High-value loyal customer
C08314,48,69432,Midwest,76,2,822.99,10,4,0.9,7254.72,High churn risk
C08315,51,139349,South,65,5,2142.13,8,3,0.68,47056.3,Moderate value customer
C08316,52,86362,South,92,2,1275.29,8,2,0.67,39717.8,Moderate value customer
C08317,54,80271,Midwest,24,5,557.68,20,1,0.25,12538.24,Moderate value customer
C08318,42,39609,Midwest,19,5,2583.71,17,0,0.15,44226.92,Moderate value customer
C08319,49,116539,East Coast,14,4,707.77,15,2,0.89,3089.97,High churn risk
C08320,28,123538,West Coast,14,1,1713.99,11,2,0.94,1939.75,High churn risk
C08321,42,87745,Midwest,90,3,2219.13,16,0,0.05,191235.62,High-value loyal customer
C08322,32,97030,East Coast,80,5,2013.57,22,3,0.53,78210.23,Moderate value customer
C08323,43,98235,East Coast,88,5,650.41,23,0,0.44,34552.2,Moderate value customer
C08324,58,143950,South,32,2,743.59,16,3,0.74,7186.67,High churn risk
C08325,22,33850,East Coast,6,1,616.77,1,4,0.3,3090.43,Moderate value customer
C08326,32,66705,East Coast,113,5,403.13,24,3,0.62,19810.4,Moderate value customer
C08327,41,67396,East Coast,109,5,993.17,20,1,0.08,102095.09,High-value loyal customer
C08328,32,110767,South,94,3,1667.59,30,0,0.82,29715.62,High churn risk
C08329,65,60988,Midwest,23,1,684.26,1,1,0.24,12460.86,Moderate value customer
C08330,51,36905,East Coast,19,1,2918.41,25,1,0.31,38760.36,Moderate value customer
C08331,29,62300,West Coast,89,5,2156.73,14,0,0.38,121508.36,Moderate value customer
C08332,35,123870,South,89,1,1833.62,14,3,0.21,129421.82,High-value loyal customer
C08333,52,98684,Midwest,116,1,2107.97,24,1,0.81,46959.66,High churn risk
C08334,63,126063,East Coast,2,3,1420.66,25,1,0.07,4142.43,Moderate value customer
C08335,29,38901,South,74,4,1515.74,4,3,0.93,9851.53,High churn risk
C08336,44,76334,Midwest,41,3,2688.26,8,1,0.93,9215.31,High churn risk
C08337,28,117707,Midwest,53,4,2221.43,30,2,0.83,22015.08,High churn risk
C08338,48,64707,West Coast,27,3,1846.92,16,0,0.95,3993.34,High churn risk
C08339,38,137475,East Coast,108,5,2860.6,8,3,0.76,76646.75,High churn risk
C08340,63,87768,West Coast,8,3,2055.4,26,2,0.56,8735.01,Moderate value customer
C08341,57,35123,South,105,1,1316.33,15,2,0.72,39200.1,High churn risk
C08342,56,116099,East Coast,43,1,332.88,27,3,0.0,14813.84,Moderate value customer
C08343,57,110085,South,33,2,1293.89,18,4,0.69,14236.49,Moderate value customer
C08344,52,96327,South,43,5,2789.46,13,1,0.04,117648.91,High-value loyal customer
C08345,41,77083,East Coast,83,1,325.02,10,1,0.89,3467.43,High churn risk
C08346,59,149440,Midwest,119,5,716.78,24,4,0.9,11029.68,High churn risk
C08347,69,139444,South,30,3,2464.49,6,4,0.11,67301.88,High-value loyal customer
C08348,49,50536,South,34,1,1221.87,19,4,0.68,13793.95,Moderate value customer
C08349,38,92617,East Coast,78,5,720.52,24,1,0.67,21046.18,Moderate value customer
C08350,43,113555,Midwest,100,3,2483.86,1,0,0.5,125693.0,Moderate value customer
C08351,53,123895,West Coast,20,4,1763.63,2,1,0.03,36214.42,Moderate value customer
C08352,68,104696,East Coast,87,2,1735.7,7,0,0.11,135395.25,High-value loyal customer
C08353,29,132800,South,62,3,1022.6,12,1,0.66,23056.41,Moderate value customer
C08354,64,63719,East Coast,79,4,2090.38,30,0,0.53,79615.81,Moderate value customer
C08355,63,78647,West Coast,2,5,2613.11,8,0,0.05,7464.91,Moderate value customer
C08356,58,101615,West Coast,88,4,2300.57,13,2,0.52,99176.08,Moderate value customer
C08357,24,143604,South,88,1,1914.79,25,1,0.85,25775.23,High churn risk
C08358,36,145209,Midwest,95,5,1181.45,1,0,0.89,14846.15,High churn risk
C08359,23,85217,West Coast,80,2,2593.45,25,2,0.7,63242.8,Moderate value customer
C08360,28,76715,East Coast,118,2,1785.1,18,1,0.66,72618.21,Moderate value customer
C08361,36,48358,Midwest,68,5,2690.84,8,0,0.77,44584.74,High churn risk
C08362,22,101949,West Coast,98,1,911.7,12,2,0.13,78231.54,High-value loyal customer
C08363,65,31882,East Coast,79,5,2032.03,23,4,0.19,132529.6,High-value loyal customer
C08364,39,75572,East Coast,83,5,2818.53,22,0,0.49,121808.37,Moderate value customer
C08365,44,93899,South,19,5,1247.44,22,2,0.45,15535.75,Moderate value customer
C08366,36,62388,South,112,3,2863.55,19,0,0.18,264488.43,High-value loyal customer
C08367,60,51845,East Coast,108,2,1298.89,21,1,0.68,45889.64,Moderate value customer
C08368,22,85435,South,35,2,1425.53,12,2,0.74,13972.32,High churn risk
C08369,52,133401,South,20,1,2458.05,2,1,0.27,36387.53,Moderate value customer
C08370,21,101943,West Coast,111,2,930.16,21,2,0.31,72240.95,Moderate value customer
C08371,69,132848,Midwest,103,1,2176.44,15,0,0.26,166388.26,High-value loyal customer
C08372,38,70162,West Coast,41,1,1035.49,28,1,0.28,31067.66,Moderate value customer
C08373,59,33131,Midwest,29,2,1862.56,11,3,0.36,35569.11,Moderate value customer
C08374,52,106879,West Coast,15,5,2372.69,19,3,0.44,22430.6,Moderate value customer
C08375,29,51558,East Coast,84,5,273.19,25,3,0.48,14432.94,Moderate value customer
C08376,23,66863,South,32,3,447.74,1,3,0.48,8950.39,Moderate value customer
C08377,44,139149,West Coast,13,1,2816.25,3,2,0.62,14412.28,Moderate value customer
